,unité urbaine,fauteuils,population unité urbaine,pers/faut
732,Saint-Brieuc,3337,97190.0,29.124962541204674
733,Saint-Calais,131,3948.0,30.137404580152673
734,Saint-Chély-d'Apcher,152,4771.0,31.388157894736842
735,Saint-Ciers-sur-Gironde,225,3052.0,13.564444444444444
736,Saint-Claude,419,9979.0,23.816229116945106
737,Saint-Cyprien,632,55343.0,87.56803797468355
738,Saint-Céré,284,4740.0,16.690140845070424
739,Saint-Dizier,1122,30663.0,27.328877005347593
740,Saint-Dié-des-Vosges,996,42198.0,42.36746987951807
741,Saint-Donat-sur-l'Herbasse,232,4302.0,18.54310344827586
742,Saint-Florent-sur-Cher,286,6558.0,22.93006993006993
743,Saint-Flour,252,6907.0,27.408730158730158
744,Saint-Gaudens,1020,16742.0,16.41372549019608
745,Saint-Georges-de-Mons,347,3675.0,10.590778097982708
746,Saint-Girons,284,10264.0,36.140845070422536
747,Saint-Gobain,281,2325.0,8.274021352313166
748,Saint-Hilaire-de-Riez,763,26472.0,34.69462647444299
749,Saint-Hilaire-du-Harcouët,395,9040.0,22.88607594936709
750,Saint-Jean-Pied-de-Port,300,4749.0,15.83
751,Saint-Jean-d'Angély,463,8607.0,18.58963282937365
752,Saint-Jean-de-Bournay,285,4680.0,16.42105263157895
753,Saint-Jean-de-Maurienne,265,9737.0,36.74339622641509
754,Saint-Jean-de-Monts,553,13330.0,24.10488245931284
755,Saint-Joachim - Saint-Malo-de-Guersac,150,7380.0,49.2
756,Saint-Julien-de-Concelles,198,15686.0,79.22222222222223
757,Saint-Julien-du-Sault,178,2822.0,15.853932584269662
758,Saint-Junien,328,11531.0,35.15548780487805
759,Saint-Just-Malmont,178,4268.0,23.97752808988764
760,Saint-Just-Saint-Rambert,1479,62819.0,42.47396889790399
761,Saint-Just-en-Chaussée,200,6079.0,30.395
762,Saint-Laurent-du-Pont,187,4622.0,24.71657754010695
763,Saint-Léger-lès-Domart,176,7313.0,41.55113636363637
764,Saint-Léonard-de-Noblat,192,4584.0,23.875
765,Saint-Lô,1344,25413.0,18.908482142857142
766,Saint-Macaire-en-Mauges,202,25895.0,128.19306930693068
767,Saint-Malo,1963,47817.0,24.359144167091188
768,Saint-Marcellin,330,21459.0,65.02727272727273
769,Saint-Mars-la-Jaille,220,6676.0,30.345454545454544
770,Saint-Martin-de-Crau,134,13861.0,103.44029850746269
771,Saint-Martin-en-Haut,299,4074.0,13.62541806020067
772,Saint-Maximin-la-Sainte-Baume,140,17063.0,121.87857142857143
773,Saint-Michel-de-Maurienne,187,3099.0,16.572192513368982
774,Saint-Méen-le-Grand,307,5944.0,19.36156351791531
775,Saint-Nazaire,4724,158390.0,33.52878916172735
776,Saint-Omer,1546,63635.0,41.161060802069855
777,Saint-Palais,496,3049.0,6.147177419354839
778,Saint-Paul-Trois-Châteaux,159,10730.0,67.48427672955975
779,Saint-Philbert-de-Grand-Lieu,228,9183.0,40.276315789473685
780,Saint-Pierre-d'Oléron,630,6781.0,10.763492063492064
781,Saint-Pierre-sur-Dives,144,7831.0,54.38194444444444
782,Saint-Pol-de-Léon,531,12855.0,24.2090395480226
783,Saint-Pol-sur-Ternoise,140,8722.0,62.3
784,Saint-Pourçain-sur-Sioule,264,5300.0,20.075757575757574
785,Saint-Quentin,1927,64548.0,33.49662688116243
786,Saint-Renan,300,8316.0,27.72
787,Saint-Rémy-de-Provence,190,13087.0,68.87894736842105
788,Saint-Sever,200,5064.0,25.32
789,Saint-Sulpice,167,9498.0,56.874251497005986
790,Saint-Symphorien-sur-Coise,376,3782.0,10.058510638297872
791,Saint-Tropez,168,8945.0,53.24404761904762
792,Saint-Valery-en-Caux,189,4069.0,21.52910052910053
793,Saint-Vallier,354,9564.0,27.016949152542374
794,Saint-Vincent-de-Tyrosse,286,16739.0,58.52797202797203
795,Saint-Yrieix-la-Perche,264,7161.0,27.125
796,Saint-Étienne,8369,378916.0,45.2761381288087
797,Saint-Étienne-de-Montluc,241,7488.0,31.070539419087137
798,Sainte-Maure-de-Touraine,140,4193.0,29.95
799,Sainte-Maxime,450,19070.0,42.37777777777778
800,Sainte-Sigolène,208,8395.0,40.36057692307692
801,Saintes,1776,30762.0,17.320945945945947
802,Saintes-Maries-de-la-Mer,380,2178.0,5.731578947368421
803,Salernes,172,6180.0,35.93023255813954
804,Salies-de-Béarn,138,4718.0,34.18840579710145
805,Sallanches,1869,46501.0,24.880149812734082
806,Salles,162,7352.0,45.382716049382715
807,Salon-de-Provence,2273,62726.0,27.59612846458425
808,Samoëns,304,3998.0,13.151315789473685
809,Sarlat-la-Canéda,979,9201.0,9.398365679264556
810,Sarre-Union,80,2854.0,35.675
811,Sarrebourg,853,16303.0,19.112543962485347
812,Sarrebruck (ALL) - Forbach (partie française),3248,83302.0,25.64716748768473
813,Sarreguemines (partie française),1452,29632.0,20.407713498622588
814,Saulieu,151,2493.0,16.509933774834437
815,Saumur,1469,29390.0,20.006807351940097
816,Sausset-les-Pins - Carry-le-Rouet,200,13668.0,68.34
817,Savenay,662,12211.0,18.44561933534743
818,Saverdun,189,5006.0,26.486772486772487
819,Saverne,411,19194.0,46.7007299270073
820,Sedan,450,25538.0,56.75111111111111
821,Segré,375,18306.0,48.816
822,Selles-sur-Cher,123,4646.0,37.77235772357724
823,Semur-en-Auxois,124,4484.0,36.16129032258065
824,Senlis,227,16462.0,72.51982378854626
825,Senonches,306,3108.0,10.156862745098039
826,Sens,1340,39272.0,29.307462686567163
827,Seyssel,128,4734.0,36.984375
828,Sigean,206,5627.0,27.315533980582526
829,Sisteron,225,7817.0,34.742222222222225
830,Soissons,982,44009.0,44.81568228105906
831,Sommières,296,7962.0,26.89864864864865
832,Souillac,344,4405.0,12.805232558139535
833,Soulac-sur-Mer,287,2844.0,9.909407665505226
834,Soultz-sous-Forêts,225,3221.0,14.315555555555555
835,Soustons,206,8251.0,40.05339805825243
836,Stenay,210,3098.0,14.752380952380953
837,Strasbourg (partie française),8104,478688.0,59.06811451135242
838,Sully-sur-Loire,204,12112.0,59.372549019607845
839,Surgères,210,6974.0,33.20952380952381
840,Sète,932,92444.0,99.18884120171674
841,Sées,212,4637.0,21.87264150943396
842,Sélestat,594,19629.0,33.04545454545455
843,Sézanne,319,4864.0,15.247648902821316
844,Talmont-Saint-Hilaire,328,7931.0,24.179878048780488
845,Tarare,357,17686.0,49.5406162464986
846,Tarascon-sur-Ariège,200,5329.0,26.645
847,Tarbes,1968,79909.0,40.604166666666664
848,Templeuve,296,10581.0,35.74662162162162
849,Tence,172,3140.0,18.25581395348837
850,Tergnier,498,22756.0,45.69477911646587
851,Terrasson-Lavilledieu,228,8090.0,35.48245614035088
852,Thann - Cernay,2054,31955.0,15.557448880233691
853,Thiers,341,14313.0,41.97360703812317
854,Thionville,3301,135978.0,41.19297182671917
855,Thiviers,173,4049.0,23.404624277456648
856,Thizy,333,6153.0,18.47747747747748
857,Thonon-les-Bains,1967,80255.0,40.80071174377224
858,Thouars,530,17536.0,33.08679245283019
859,Thônes,189,10629.0,56.23809523809524
860,Tonneins,406,10209.0,25.145320197044335
861,Tonnerre,141,5247.0,37.212765957446805
862,Toucy,74,2774.0,37.486486486486484
863,Toul,246,22923.0,93.1829268292683
864,Toulon,9786,588245.0,60.110872675250356
865,Toulouse,18955,996979.0,52.5971511474545
866,Tournon-sur-Rhône,285,31637.0,111.00701754385965
867,Tournus,219,5861.0,26.76255707762557
868,Tours,10422,362653.0,34.79687200153521
869,Troyes,2352,141995.0,60.37202380952381
870,Tulle,708,22666.0,32.01412429378531
871,Tullins,106,9057.0,85.44339622641509
872,Ugine,615,9074.0,14.754471544715447
873,Ussel,491,9923.0,20.209775967413442
874,Uzerche,187,2855.0,15.267379679144385
875,Uzès,500,12041.0,24.082
876,Vaison-la-Romaine,442,7868.0,17.800904977375566
877,Valdahon,241,5787.0,24.012448132780083
878,Valence,3962,114271.33333333333,28.84183072522295
879,Valenciennes (partie française),5068,337884.0,66.67008681925809
880,Vallet,282,9358.0,33.184397163120565
881,Valognes,340,8289.0,24.379411764705882
882,Valréas,807,9655.0,11.964064436183396
883,Vannes,2792,82871.0,29.681590257879655
884,Vayrac,200,2643.0,13.215
885,Vendôme,900,23803.0,26.447777777777777
886,Verdun,1161,24496.0,21.099052540913007
887,Verdun-sur-Garonne,98,4848.0,49.46938775510204
888,Vern-sur-Seiche,1244,8193.0,6.586012861736334
889,Verneuil-sur-Avre,168,8239.0,49.041666666666664
890,Vernon,836,32475.0,38.84569377990431
891,Vervins,149,3768.0,25.288590604026847
892,Vesoul,2331,29632.0,12.712140712140712
893,Veynes,276,3526.0,12.77536231884058
894,Vic-Fezensac,112,4025.0,35.9375
895,Vic-en-Bigorre,110,5131.0,46.64545454545455
896,Vichy,1012,66474.0,65.68577075098814
897,Vienne,1797,97103.0,54.036171396772396
898,Vierzon,1191,29527.0,24.791771620486987
899,Vihiers,204,8008.0,39.254901960784316
900,Villard-de-Lans,419,4464.0,10.653937947494033
901,Villars-les-Dombes,137,5057.0,36.91240875912409
902,Villedieu-les-Poêles,240,5821.0,24.254166666666666
903,Villefontaine,600,36831.0,61.385
904,Villefranche-de-Lauragais,162,5285.0,32.623456790123456
905,Villefranche-de-Rouergue,305,13124.0,43.02950819672131
906,Villeneuve-sur-Lot,845,49671.0,58.78224852071006
907,Villers-Cotterêts,217,11104.0,51.1705069124424
908,Vinon-sur-Verdon,160,4330.0,27.0625
909,Vire,345,17774.0,51.518840579710144
910,Vitry-le-François,465,14782.0,31.789247311827957
911,Vitré,515,18815.0,36.53398058252427
912,Vittel,313,5092.0,16.268370607028753
913,Vizille,420,20672.0,49.21904761904762
914,Vouziers,353,4489.0,12.71671388101983
915,Wissembourg (partie française),411,7732.0,18.81265206812652
916,Ydes,182,2784.0,15.296703296703297
917,Yssingeaux,252,7711.0,30.599206349206348
918,Yvetot,690,15529.0,22.505797101449275
919,Zone rurale,55677,14862638.0,266.9439445372416
920,Égletons,269,5046.0,18.75836431226766
921,Épernay,1070,30138.0,28.166355140186916
922,Épernon,544,12528.0,23.029411764705884
923,Épinal,1600,64037.0,40.023125
924,Étampes,484,31180.0,64.42148760330579
925,Évreux,2395,59519.0,24.851356993736953
926,Évron,447,8833.0,19.76062639821029
927,Ézy-sur-Eure,250,17944.0,71.776
